aX,aY,aZ,gX,gY,gZ
-0.092,-6.847,-3.14,-0.052,0.215,0.047
-0.359,-7.154,-3.862,0.031,0.017,-0.022
0.256,-6.367,-3.09,0.024,0.146,0.092
-0.65,-7.44,-3.722,-0.036,0.071,0.01
-0.101,-6.859,-3.102,0.219,-0.044,0.018
-0.274,-7.331,-2.935,-0.163,0.166,0.066
-0.807,-7.3,-3.488,0.15,0.105,0.075
-0.363,-6.808,-2.751,-0.08,0.143,0.036
-0.609,-7.447,-3.643,-0.047,0.056,-0.064
-0.262,-6.494,-2.976,0.028,0.027,0.006
-0.479,-7.083,-3.346,-0.124,0.035,-0.026
-0.429,-6.814,-3.255,0.086,0.038,0.019
-0.451,-7.173,-3.102,-0.13,0.086,0.035
-0.619,-7.26,-3.637,0.064,0.093,0.055
-0.281,-6.525,-2.728,-0.02,0.011,0.037
-0.754,-7.263,-3.316,-0.106,0.055,0.025
-0.655,-6.56,-2.999,0.006,0.022,0.034
-0.7,-7.318,-3.311,-0.114,0.042,-0.004
-0.479,-6.929,-3.348,0.061,0.078,0.062
-0.903,-6.885,-2.968,-0.086,0.053,0.031
-0.657,-7.087,-3.44,-0.03,0.032,-0.02
-0.776,-6.71,-2.951,0.001,0.037,0.016
-0.56,-7.061,-3.298,-0.083,0.001,-0.013
-0.888,-6.762,-3.036,0.057,0.055,0.046
-0.698,-6.87,-3.184,-0.079,0.005,-0.01
-0.589,-7.122,-3.445,0.048,0.073,0.014
-0.657,-6.746,-2.83,-0.086,0.034,0.021
-0.848,-7.236,-3.466,-0.018,-0.015,-0.012
-0.674,-6.591,-2.836,0.01,0.068,0.037
-0.978,-7.04,-3.316,-0.089,0.01,-0.031
-0.795,-6.797,-3.236,0.054,0.027,0.009
-0.772,-6.686,-3.086,-0.085,0.023,-0.019
-0.837,-6.95,-3.682,0.099,0.054,0.02
-0.547,-6.393,-2.807,0.089,-0.011,0.021
-1.007,-6.924,-3.089,0.035,0.013,-0.006
-0.846,-6.491,-2.653,0.059,0.052,0.035
-0.871,-6.999,-3.004,-0.06,0.015,-0.029
-0.704,-6.826,-3.2,0.121,0.056,0.035
-0.899,-6.512,-2.707,-0.02,0.067,0.033
-0.827,-6.752,-3.207,0.06,0.11,0.019
-0.892,-6.495,-3.06,0.086,0.044,0.023
-0.83,-6.578,-3.339,0.169,0.122,0.04
-0.866,-6.293,-3.084,0.377,0.017,0.039
-1.022,-6.41,-2.807,0.223,0.073,0.088
-1.249,-5.863,-1.943,0.282,0.034,0.051
-1.465,-6.069,-1.641,-0.054,-0.003,-0.011
-0.895,-6.321,-2.643,-0.06,0.048,-0.032
-0.99,-6.285,-2.957,0.197,0.188,0.088
-1.192,-6.181,-3.031,0.345,0.123,0.065
-0.487,-6.214,-3.412,0.623,0.22,0.164
-0.758,-4.83,-2.179,0.988,0.625,0.406
-2.215,-5.367,-1.903,0.66,0.232,0.292
-1.641,-4.797,-1.75,0.778,0.064,0.183
-2.009,-4.46,-1.083,0.573,0.296,0.273
-2.099,-5.079,-2.089,0.713,0.041,0.092
-1.368,-3.172,-1.415,1.07,0.266,0.36
-2.326,-3.94,-1.274,0.872,0.166,0.313
-2.642,-2.622,-0.548,0.805,0.059,0.252
-2.138,-3.069,-0.684,0.516,-0.042,0.172
-2.607,-2.089,0.055,0.41,0.155,0.198
-2.585,-2.632,-0.602,0.067,-0.006,0.106
-2.529,-2.693,-0.921,0.333,-0.043,0.098
-2.12,-2.501,-0.639,0.223,0.105,0.176
-3.012,-2.241,-0.529,0.242,-0.046,0.087
-2.224,-2.073,-0.29,0.199,0.034,0.085
-2.951,-1.961,-0.279,0.147,0.009,0.099
-2.394,-2.294,-1.052,0.379,0.081,0.07
-2.883,-1.279,-0.36,0.374,0.044,0.012
-2.083,-1.926,-0.822,0.345,0.272,0.034
-3.905,-0.494,1.834,0.281,0.107,0.062
-2.516,-2.162,-1.205,-0.126,-0.031,-0.098
-2.389,-1.045,-0.083,0.274,-0.104,0.002
-2.691,-1.371,-0.728,0.047,-0.012,-0.002
-2.265,-0.875,-0.464,0.084,-0.191,-0.068
-2.415,-1.416,-0.781,-0.049,-0.144,-0.023
-2.48,-1.203,0.103,-0.006,-0.131,-0.008
-2.467,-1.292,-0.437,-0.065,-0.068,-0.035
-2.31,-1.094,-0.535,-0.11,-0.091,-0.029
-2.143,-1.425,-0.255,-0.058,0.069,-0.007
-2.342,-1.079,-0.712,-0.115,-0.028,-0.016
-2.034,-1.565,-0.28,-0.061,-0.006,-0.004
-2.543,-1.269,-0.289,-0.014,-0.074,-0.039
-1.976,-1.314,-0.551,-0.089,-0.047,-0.023
-2.209,-1.472,-0.25,0.004,-0.002,-0.021
-2.174,-1.041,-0.497,-0.032,0.011,-0.012
-2.088,-1.314,-0.443,-0.006,0.044,-0.004
-2.146,-1.299,-0.384,-0.061,-0.005,-0.011
-1.993,-1.287,-0.397,-0.083,0,-0.018
-2.309,-1.245,-0.354,-0.116,0.003,-0.021
-2.106,-1.464,-0.315,-0.042,0.043,-0.002
-2.192,-1.215,-0.5,-0.055,0.009,-0.016
-1.95,-1.431,-0.385,-0.039,0.042,-0.01
-2.3,-1.191,-0.357,-0.013,0.034,-0.011
-2.061,-1.286,-0.482,-0.026,0.032,-0.013
-2.175,-1.188,-0.442,-0.072,0.017,-0.013
-2.1,-1.344,-0.396,-0.056,0.032,-0.007
-2.221,-1.226,-0.335,-0.059,0.024,-0.011
-2.069,-1.371,-0.347,-0.068,0.005,-0.015
-2.207,-1.27,-0.445,-0.054,0.017,-0.017
,,,,,
-3.011,-1.194,1.126,-0.356,0.066,-0.273
-3.104,-0.95,1.3,-0.442,-0.067,-0.29
-2.824,-0.961,1.634,-0.742,-0.476,-0.369
-0.67,-2.265,0.64,-1.315,-0.568,-0.406
-0.997,-2.813,-0.175,-1.17,-0.469,-0.272
-0.831,-3.151,-0.807,-1.177,-0.309,-0.297
-0.625,-3.588,-1.624,-0.96,-0.199,-0.322
-0.479,-3.899,-1.494,-0.861,-0.091,-0.249
-0.498,-4.251,-1.554,-0.784,-0.098,-0.232
-0.362,-4.19,-1.267,-0.762,-0.126,-0.071
-0.168,-5.085,-1.529,-0.813,-0.151,-0.07
-0.237,-4.671,-1.452,-0.729,0.084,0.074
-0.885,-5.297,-1.775,-0.963,0.163,0.014
-0.56,-5.827,-2.647,-0.804,0.013,-0.138
-0.312,-6.06,-2.612,-0.686,0.084,-0.099
-0.376,-6.16,-2.836,-0.52,-0.064,-0.124
-0.109,-5.901,-2.461,-0.638,0.011,-0.108
-0.481,-6.5,-3.202,-0.636,-0.024,-0.117
-0.085,-6.412,-3.067,-0.566,0.011,-0.069
-0.047,-7.096,-3.547,-0.592,0.037,-0.143
-0.177,-6.886,-3.504,-0.359,-0.111,-0.03
0.065,-6.998,-3.108,-0.491,0.036,-0.007
-0.712,-7.453,-3.707,-0.342,0.069,-0.079
0.583,-7.292,-3.557,-0.431,0.06,-0.015
-0.652,-7.967,-4.083,-0.151,0.122,-0.039
0.208,-7.066,-3.539,-0.211,0.046,0.002
-0.354,-7.87,-4.074,-0.201,0.144,0.012
-0.078,-7.043,-3.891,0.03,-0.091,-0.014
0.075,-7.582,-3.982,-0.274,0.076,-0.031
-0.564,-7.676,-4.148,0.075,0.031,0.052
0.237,-7.274,-3.457,-0.16,-0.013,-0.002
-0.401,-8.149,-4.35,0.012,0.116,0.06
0.001,-6.851,-3.32,0.12,0.051,0.105
-0.702,-7.678,-3.619,-0.153,0.22,0.032
-0.362,-7.453,-3.736,0.024,0.033,0.03
-0.65,-7.378,-3.425,-0.114,0.023,0.017
-0.466,-7.737,-3.974,-0.007,0.087,0.02
-0.227,-7.035,-3.37,-0.051,-0.008,0.046
-0.467,-7.761,-4.174,-0.112,0.087,0.047
-0.758,-7.128,-3.688,0.125,0.047,0.041
-0.69,-7.351,-3.603,-0.113,0.049,0.009
-0.565,-7.446,-3.887,0.041,0.08,0.025
-0.608,-7.046,-3.468,-0.077,0.059,0.001
-0.413,-7.763,-4.1,-0.052,0.024,-0.023
-0.48,-7.156,-3.626,0.03,0.053,0.058
-0.863,-7.667,-3.851,-0.04,0.065,-0.006
-0.429,-7.095,-3.481,0.075,0.044,0.018
-0.794,-7.621,-3.716,-0.111,-0.01,-0.024
-0.316,-7.32,-3.93,0.072,0.1,0.064
-0.832,-7.286,-3.504,-0.01,0.055,0.03
-0.63,-7.362,-3.859,-0.035,0.001,-0.027
-0.613,-7.11,-3.579,0.064,0.074,0.037
-0.868,-7.337,-3.734,0.01,0.03,-0.019
-0.63,-6.913,-3.414,0.137,0.051,0.029
-0.813,-7.156,-3.559,-0.019,0.045,0.022
-0.822,-7.19,-3.739,0.126,0.072,0.044
-0.564,-6.857,-3.3,0.17,0.151,0.086
-0.976,-7.268,-3.524,0.05,0.028,0.049
-1.022,-6.845,-3.278,0.191,0.042,0.04
-0.972,-6.876,-2.927,0.017,0.009,0.026
-0.895,-7.163,-3.433,0.025,-0.028,-0.014
-0.651,-6.727,-2.941,0.062,0.05,0.066
-1.228,-7.116,-3.408,-0.003,0.029,0.012
-0.812,-6.548,-3.011,0.066,-0.044,0.03
-1.174,-6.849,-3.127,0.001,0.07,0.036
-1.008,-6.633,-3.015,0.048,-0.046,-0.004
-1.176,-6.634,-3.023,-0.046,0.059,0.023
-1.003,-6.831,-3.403,0.049,0.083,0.019
-0.844,-6.54,-3.19,0.147,0.055,0.043
-1.076,-6.906,-3.692,0.138,0.098,0.058
-0.858,-6.473,-3.444,0.351,0.092,0.068
-0.976,-5.896,-2.931,0.473,0.132,0.124
-1.106,-6.493,-2.91,0.236,0.031,0.115
-1.179,-6.316,-3.209,0.565,0.153,0.2
-1.211,-5.895,-2.799,0.733,0.16,0.259
-1.876,-5.917,-2.612,1.083,0.286,0.343
-1.47,-4.299,-1.725,1.306,0.03,0.259
-2.355,-5.225,-1.426,0.968,0.21,0.284
-2.017,-4.239,-1.443,1.277,-0.226,-0.055
-1.243,-3.782,-0.565,0.679,-0.126,0.185
-1.707,-4.298,-1.856,0.917,0.161,0.071
-2.172,-1.945,-0.084,0.739,-0.185,0.059
-1.249,-3.063,-0.555,0.623,0.234,0.108
-2.495,-2.071,0.087,0.468,0.12,0.132
-1.808,-2.704,-0.413,0.23,-0.107,0.082
-2.233,-2.102,-0.132,0.226,0.214,0.111
-2.04,-2.507,-0.391,0.067,-0.103,0.064
-2.199,-2.454,-0.676,0.219,0.225,0.061
-1.93,-2.269,-0.617,0.25,-0.068,0.072
-2.28,-2.054,-0.257,0.134,0.252,0.038
-1.72,-1.876,-0.962,0.226,0.08,0.03
-3.051,-1.638,1.137,-0.135,-0.173,-0.025
-1.891,-2.145,-0.84,-0.092,-0.008,-0.122
-1.683,-2.076,-0.432,0.184,-0.136,-0.045
-1.472,-2.133,-0.545,0.132,-0.019,-0.034
-1.988,-1.627,-0.289,0.133,0.113,-0.046
-1.931,-1.519,-0.904,-0.057,0.107,-0.006
-2.33,-1.494,-0.678,-0.078,0.403,0.07
-2.125,-2.003,-0.102,-0.258,-0.226,-0.018
-1.866,-1.757,-0.462,-0.022,0.101,-0.013
-2.427,-1.707,-0.381,-0.081,-0.108,-0.018
-1.512,-1.991,-0.845,-0.072,0.072,-0.013
-2.389,-1.677,-0.455,-0.165,-0.074,-0.018
-2.03,-2.107,-0.342,-0.066,0.058,0.005
-2.283,-1.778,-0.523,-0.055,0.032,0.002
-1.508,-1.999,-0.537,-0.086,-0.035,-0.001
-2.043,-1.848,-0.182,0.023,0.168,0.014
-2.178,-1.797,-0.652,-0.006,0.071,-0.011
-2.425,-1.768,-0.509,-0.037,0.107,0.008
-2.015,-2.035,-0.411,-0.041,-0.015,-0.023
-2.031,-1.647,-0.57,0.026,0.143,0.021
-2.059,-1.817,-0.535,-0.069,-0.074,-0.038
-1.958,-1.875,-0.668,-0.109,0.102,-0.007
-2.247,-1.945,-0.324,0.023,-0.019,-0.011
-1.838,-1.794,-0.591,0.05,0.091,0.002
-2.82,-1.539,-0.668,-0.049,0.026,-0.011
-2.021,-1.875,-0.588,-0.06,0.05,-0.016
-2.328,-1.765,-0.448,-0.049,0.032,-0.01
-2.077,-1.782,-0.594,-0.023,0.067,-0.005
,,,,,
-0.766,-3.077,-1.372,-0.679,0.416,0.092
-0.721,-3.304,-1.592,-0.702,0.397,0.096
-0.785,-3.28,-1.636,-0.798,0.41,0.058
-1.354,-4.044,-2.555,-1.14,0.249,-0.08
-1.454,-3.979,-2.518,-0.755,0.16,-0.059
-1.32,-4.399,-1.689,-1.077,-0.054,-0.247
-1.104,-4.975,-1.792,-0.801,0.256,-0.178
-1.396,-4.982,-1.122,-0.965,0.131,-0.084
-1.611,-5.758,-1.617,-1.021,0.343,-0.095
-1.202,-6.2,-2.649,-1.048,0.202,-0.065
-1.603,-6.859,-3.34,-0.64,0.402,0.123
-2.113,-6.061,-2.672,-0.445,0.224,0.061
-2.332,-6.794,-3.768,-0.4,0.247,0.013
-1.836,-5.721,-2.717,-0.153,0.001,-0.096
-1.645,-6.359,-3.142,-0.648,0.303,-0.1
-2.213,-7.337,-3.739,-0.215,0.181,-0.131
-1.07,-6.384,-2.786,-0.493,0.165,-0.1
-1.985,-8.034,-4.353,-0.391,0.047,-0.064
-1.292,-6.261,-3.522,0.302,-0.007,0.148
-2.118,-6.871,-3.467,-0.148,0.207,0.097
-1.553,-6.82,-3.772,-0.098,-0.067,-0.06
-2.075,-7.136,-3.713,-0.266,0.07,0.014
-2.011,-7.214,-4.049,0.013,-0.026,-0.029
-1.757,-6.652,-3.39,-0.099,0.077,0.03
-1.927,-7.41,-3.954,-0.086,0.106,-0.002
-1.598,-6.634,-3.211,0.02,0.007,0.039
-2.058,-6.961,-3.479,-0.252,0.116,0.051
-2.188,-7.444,-4.063,0.057,0.03,0.086
-1.887,-6.527,-3.302,-0.078,0.099,0.083
-2.203,-7.296,-4.38,-0.076,0.052,0.007
-1.974,-6.758,-3.664,0.244,-0.002,0.045
-2.41,-7.047,-3.575,-0.058,0.147,0.011
-1.911,-7.051,-3.651,0.151,0.063,0.004
-2.29,-6.513,-2.975,-0.186,0.075,0.048
-2.476,-7.562,-4.123,-0.013,0.084,0.003
-2.127,-6.257,-3.359,0.206,0.062,0.054
-2.605,-6.891,-3.719,-0.016,0.085,0.017
-2.116,-6.97,-3.543,0.153,-0.056,-0.022
-2.236,-6.692,-3.066,-0.008,0.095,0.029
-2.084,-7.049,-3.457,0.034,0.019,-0.023
-2.346,-6.244,-3.263,0.03,0.053,0.073
-2.4,-6.87,-3.79,0.026,0.003,0.007
-2.229,-6.509,-3.658,0.198,-0.025,0.072
-2.513,-6.195,-3.138,0.042,0.134,0.037
-2.091,-6.743,-3.7,0.126,-0.014,-0.033
-2.398,-6.402,-3.123,0.24,0.058,0.033
-2.304,-6.414,-3.296,0.104,0.034,0.026
-2.425,-6.886,-3.801,0.404,0.003,0.033
-2.331,-5.491,-2.613,0.346,-0.052,0.043
-2.502,-6.558,-3.509,0.482,-0.004,0.052
-2.647,-5.064,-2.158,0.772,-0.154,0.003
-2.133,-5.559,-2.375,0.447,0.173,0.102
-2.812,-5.604,-2.586,0.668,0.019,0.093
-2.357,-4.286,-1.551,0.707,0.078,0.123
-2.665,-5.391,-2.255,0.465,-0.096,0.13
-2.429,-4.161,-2.102,1.088,0.151,0.234
-2.772,-3.354,-0.709,0.628,-0.281,0.278
-2.602,-4.448,-1.542,0.378,-0.414,0.301
-2.039,-3.992,-1.166,0.575,-0.01,0.266
-2.782,-3.509,-1.16,0.467,-0.115,0.167
-1.841,-3.383,-1.525,0.586,-0.007,0.194
-3.244,-2.946,-0.791,0.455,0.077,0.131
-2.354,-2.693,-0.813,0.524,-0.053,0.133
-3.172,-2.374,-0.509,0.368,-0.099,0.123
-2.844,-2.415,-0.498,0.091,-0.099,-0.058
-2.576,-2.58,-1.099,0.302,-0.059,-0.019
-2.09,-1.89,-0.815,0.604,-0.046,0.156
-3.026,-1.894,-0.652,0.438,0.058,0.031
-1.42,-1.664,-0.834,0.526,-0.143,0.075
-3.048,-1.379,0.3,0.198,0.142,0.105
-1.921,-1.933,-0.839,0.337,-0.214,0.081
-2.588,-0.889,-0.081,0.486,0.264,0.252
-4.286,0.035,1.312,-0.254,-0.464,-0.165
-2.777,-1.355,0.484,0.009,0.402,0.011
-1.946,-0.814,-0.98,0.158,0.015,0.037
-2.644,-0.698,-0.891,-0.019,-0.182,0.043
-2.412,-1.325,-0.057,0.019,-0.13,-0.015
-2.102,-0.796,-0.9,-0.002,0.138,0.002
-2.437,-0.897,-0.511,-0.189,-0.002,-0.023
-2.267,-1.135,-0.333,-0.16,0.032,-0.018
-2.294,-1.235,-0.344,-0.024,0.128,0.007
-2.648,-0.921,-0.527,0.003,0.094,0.005
-2.709,-0.894,-0.572,-0.057,-0.003,-0.012
-2.179,-1.192,-0.425,-0.07,-0.022,-0.016
-2.58,-0.966,-0.484,-0.054,0.074,-0.003
-2.336,-1.215,-0.397,-0.025,0.028,-0.002
-2.399,-0.99,-0.472,0.044,0.107,0.001
-2.711,-0.856,-0.533,-0.066,0.022,-0.019
-2.407,-1.091,-0.421,-0.05,-0.019,-0.019
-2.497,-0.955,-0.383,-0.042,0.055,-0.004
-2.614,-0.93,-0.569,-0.051,0.027,-0.017
-2.444,-1.035,-0.4,-0.074,0.002,-0.022
-2.539,-0.984,-0.529,-0.071,0.049,-0.015
-2.558,-0.978,-0.565,-0.079,-0.037,-0.027
-2.491,-1.155,-0.316,-0.092,-0.018,-0.016
-2.585,-1.057,-0.488,0.013,0.059,-0.01
-2.466,-1.008,-0.448,-0.036,0.02,-0.006
-2.503,-1.041,-0.534,-0.048,0.057,-0.012
-2.482,-0.986,-0.46,-0.039,-0.02,-0.019
-2.496,-1.049,-0.46,-0.048,0.039,-0.013
-2.525,-1.014,-0.473,-0.033,-0.006,-0.018
-2.476,-1.014,-0.302,-0.063,0.002,-0.011
-2.513,-1.056,-0.488,-0.04,0.052,-0.014
-2.472,-0.954,-0.543,-0.035,-0.017,-0.019
-2.47,-1.098,-0.365,-0.083,0.012,-0.015
-2.533,-0.988,-0.546,-0.03,0.016,-0.018
-2.265,-0.997,-0.364,-0.085,0.045,-0.008
-2.455,-1.051,-0.455,-0.086,0.009,-0.02
-2.282,-1.035,-0.463,-0.012,0.009,-0.009
-2.526,-0.978,-0.481,-0.068,0.025,-0.014
-2.473,-1.098,-0.457,-0.025,-0.008,-0.019
-2.422,-0.958,-0.429,-0.048,0.005,-0.009
-2.604,-0.985,-0.482,-0.041,0.019,-0.015
-2.423,-0.995,-0.569,-0.003,-0.038,-0.019
-2.52,-1.05,-0.455,-0.062,0.046,-0.011
-2.45,-1.076,-0.457,-0.023,0.026,-0.014
-2.371,-0.946,-0.397,-0.033,0.015,-0.007
-2.484,-0.965,-0.512,-0.068,0.032,-0.018
-2.419,-0.991,-0.479,-0.028,-0.021,-0.022
,,,,,
0.139,-3.847,-1.111,-0.651,0.116,-0.146
0.072,-3.858,-0.96,-0.633,0.122,-0.145
-0.3,-3.865,-0.868,-0.594,0.119,-0.148
0.448,-3.741,-1.142,-0.308,0.422,0.065
-0.583,-4.225,-0.832,-0.714,0.147,-0.06
-0.022,-4.925,-1.611,-0.584,0.293,-0.135
-0.419,-4.099,-0.839,-0.612,0.094,-0.029
-0.681,-4.878,-1.35,-0.652,0.037,-0.039
-0.093,-4.644,-1.186,-0.612,0.01,-0.033
-0.601,-5.304,-1.472,-0.875,0.244,0.076
-0.686,-5.838,-1.86,-0.469,0.183,0.007
-0.792,-5.168,-1.227,-0.783,0.3,-0.091
-0.581,-6.161,-2.462,-0.82,0.147,-0.119
-0.43,-5.726,-2.181,-0.796,0.254,0.065
-0.824,-6.456,-3.097,-0.848,0.241,0.116
-1.034,-6.316,-2.85,-0.616,0.21,0.06
-0.997,-6.73,-3.34,-0.829,0.14,0.001
-0.761,-7.234,-3.767,-0.629,0.264,0.059
-0.939,-6.999,-4.039,-0.641,0.155,0.046
-1.079,-7.248,-4.08,-0.468,0.295,0.098
-1.246,-7.234,-4.111,-0.302,0.183,0.003
-0.778,-7.573,-4.847,-0.199,0.075,0.03
-1.249,-7.347,-4.047,0.088,0.044,0.127
-1.387,-7.281,-3.893,-0.187,0.225,0.087
-1.409,-7.922,-4.426,0.104,-0.012,0.02
-1.123,-6.902,-3.396,-0.054,0.162,0.123
-2.005,-8.082,-4.252,-0.104,0.035,0.02
-1.062,-6.606,-3.457,0.13,0.056,0.061
-1.861,-7.568,-4.14,-0.242,0.183,0.063
-1.809,-7.802,-4.477,0.208,-0.035,0.021
-1.159,-6.583,-3.262,-0.038,0.183,0.095
-2.242,-7.913,-4.433,-0.068,0.121,-0.034
-1.669,-6.445,-3.305,0.172,0.035,-0.028
-2.023,-7.459,-4.065,-0.16,0.09,-0.007
-1.39,-7.442,-4.26,0.201,-0.059,-0.017
-1.459,-7.011,-3.812,0.057,0.199,0.073
-1.767,-7.682,-3.784,0.334,-0.053,0.054
-2.116,-6.493,-2.388,0.083,0.203,0.143
-2.295,-7.284,-3.393,-0.148,0.04,-0.071
-1.784,-6.511,-3.4,-0.075,0.067,0.028
-1.908,-7.275,-4.137,-0.154,0.041,-0.054
-1.36,-6.779,-3.858,0.138,-0.014,0.02
-2.168,-6.978,-3.354,-0.039,0.006,-0.009
-1.83,-7.268,-3.873,0.062,0.003,-0.01
-1.493,-6.499,-3.614,0.104,0.113,0.022
-2.1,-7.292,-4.137,0.078,0.045,-0.009
-1.623,-6.682,-3.713,0.406,0.068,0.019
-2.069,-6.964,-3.541,0.18,0.068,0.053
-1.786,-7.167,-4.193,0.556,-0.044,0.005
-1.682,-6.025,-3.036,0.569,-0.007,0.155
-1.923,-7.01,-4.083,0.906,-0.053,0.071
-1.878,-4.853,-1.999,1.153,-0.008,0.22
-2.274,-5.3,-2.134,0.842,-0.033,0.103
-1.846,-5.078,-2.094,0.927,-0.194,0.002
-2.126,-4.299,-0.733,0.556,0.075,0.189
-2.74,-4.902,-1.312,0.263,-0.131,-0.004
-1.495,-4.281,-1.391,0.654,-0.01,0.103
-2.71,-4.237,-1.342,0.495,0.258,0.141
-1.981,-3.67,-1.338,0.632,-0.055,0.074
-2.102,-3.921,-1.261,0.552,0.252,0.144
-2.95,-3.66,-1.105,0.49,-0.205,0.004
-0.968,-3.176,-0.802,0.497,0.137,0.111
-2.726,-3.481,-0.946,0.448,-0.014,0.15
-1.672,-2.559,-0.773,0.709,0.326,0.222
-3.069,-2.465,-0.323,0.281,-0.097,0.172
-1.859,-2.632,-1.15,0.477,0.195,0.169
-3.031,-1.955,-0.348,0.401,0.153,0.21
-2.641,-2.265,-0.949,0.376,0.017,0.131
-2.892,-1.878,-0.411,0.344,-0.153,0.05
-2.252,-1.609,-0.346,0.256,0.128,0.056
-2.591,-1.665,-0.411,0.183,-0.158,0.063
-2.289,-1.639,-0.43,0.165,0.162,0.048
-2.57,-1.415,-0.557,0.165,-0.149,0.062
-2.26,-1.15,-0.227,0.161,0.195,0.074
-2.936,-1.306,-0.37,-0.068,-0.17,0.024
-2.338,-1.16,-0.413,0.132,0.136,0.095
-3.217,-1.055,-0.06,-0.101,-0.06,0.01
-2.17,-1.532,-1.197,0.037,-0.052,-0.014
-2.605,-0.802,0.101,0.078,0.135,0.065
-2.231,-1.287,-0.401,-0.13,-0.182,-0.05
-2.594,-1.256,-0.299,0.022,0.099,0.009
-2.401,-1.116,-0.621,0.069,0.033,0.007
-2.535,-1.106,-0.661,-0.052,0.049,0.01
-2.574,-1.028,-0.463,-0.039,-0.03,0
-2.257,-1.237,-0.303,-0.034,0.077,-0.007
-2.477,-0.882,-0.442,0.03,0.161,0.011
-2.63,-1.086,-0.516,-0.036,0.034,-0.015
-2.494,-1.136,-0.424,0.045,0.116,0.015
-2.635,-0.915,-0.417,0.11,0.222,0.027
-2.925,-0.781,-0.565,-0.017,0.067,-0.001
-2.586,-0.937,-0.548,-0.093,-0.014,-0.023
-2.789,-0.904,-0.384,-0.076,-0.003,-0.018
-2.623,-1.033,-0.493,-0.007,0.038,-0.01
-2.72,-0.833,-0.547,-0.038,0.056,-0.013
-2.672,-0.967,-0.536,-0.078,-0.019,-0.019
-2.656,-0.949,-0.479,-0.041,-0.006,-0.016
-2.747,-0.929,-0.455,-0.089,-0.01,-0.017
-2.612,-0.943,-0.522,-0.052,-0.011,-0.015
-2.57,-0.979,-0.508,-0.036,0.043,-0.007
-2.632,-0.901,-0.619,-0.071,-0.005,-0.021
-2.649,-0.98,-0.406,-0.052,-0.003,-0.003
-2.473,-1,-0.455,-0.008,0.009,-0.001
-2.692,-0.792,-0.551,-0.035,0.024,-0.012
-2.674,-0.887,-0.504,-0.106,-0.002,-0.019
-2.591,-1.055,-0.467,-0.064,0.035,-0.013
-2.549,-0.922,-0.491,-0.055,0.033,-0.009
-2.617,-1.012,-0.57,-0.073,0.025,-0.019
-2.648,-0.961,-0.475,-0.053,0.025,-0.018
-2.648,-1.002,-0.479,-0.079,0.015,-0.019
-2.599,-1.001,-0.497,-0.06,0.009,-0.022
-2.644,-0.939,-0.473,-0.055,0.006,-0.01
-2.568,-1.049,-0.518,-0.035,0.061,-0.01
-2.778,-0.905,-0.522,-0.066,0.017,-0.014
-2.534,-1.11,-0.492,-0.037,0.023,-0.008
-2.642,-0.958,-0.571,-0.016,0.035,-0.01
-2.635,-0.941,-0.497,-0.088,0.001,-0.014
-2.605,-1.135,-0.439,-0.03,0.024,-0.01
-2.658,-0.894,-0.558,-0.033,0.022,-0.014
-2.664,-1.019,-0.45,-0.085,-0.007,-0.015
,,,,,
-3.942,0.712,0.751,-0.917,-1.365,-0.112
-3.618,0.862,1.373,-1.145,-1.723,-0.088
-2.717,-0.158,1.44,-1.703,-2.211,-0.039
-0.208,-0.388,2.228,-3.337,-1.834,0.137
0.232,-3.937,-0.109,-3.706,0.445,-0.152
-1.12,-4.963,-2.298,-2.525,1.03,-0.043
-2.157,-5.454,-2.957,-2.307,0.848,-0.248
-1.264,-6.273,-5.092,-1.318,-0.272,-0.548
0.475,-7.27,-4.888,-0.959,0.693,-0.006
-1.592,-7.726,-5.201,-0.052,0.419,-0.064
0.224,-6.537,-3.648,-0.047,0.304,0.085
-1.844,-7.78,-4.246,0.154,0.357,0.015
-0.692,-5.912,-2.362,0.218,-0.251,0.136
-2.699,-6.985,-2.942,-0.151,0.301,0.046
-1.751,-6.588,-3.481,0.186,-0.006,-0.066
-1.288,-6.531,-3.195,-0.038,0.343,0.083
-1.942,-6.855,-3.349,0.219,0.097,0.002
-1.628,-6.341,-2.401,-0.057,0.173,0.062
-2.12,-6.979,-3.458,0.004,0.002,-0.062
-1.137,-6.099,-2.739,-0.049,0.039,0.04
-2.225,-7.075,-3.669,-0.017,0.109,-0.03
-1.246,-5.764,-2.819,0.234,-0.065,-0.011
-2.143,-6.497,-2.877,-0.155,0.151,0.053
-1.721,-6.847,-3.334,0.161,0.058,-0.04
-1.805,-6.161,-2.288,-0.074,0.151,0.075
-2.296,-6.839,-3.121,-0.041,0.12,-0.036
-1.756,-5.941,-2.545,-0.071,0.048,0.025
-2.176,-6.713,-3.384,-0.137,0.063,-0.041
-1.633,-6.007,-2.994,0.107,0.036,0.022
-2.187,-6.481,-3.041,-0.092,0.047,0
-1.809,-6.536,-2.948,0.12,0.086,0.011
-2.225,-6.431,-2.607,-0.128,0.078,0.032
-1.957,-6.716,-3.311,0.017,0.074,-0.015
-2.13,-5.972,-2.634,-0.046,0.107,0.057
-2.145,-6.6,-3.344,-0.05,-0.018,-0.039
-1.844,-6.121,-2.929,0.114,0.043,0.028
-2.26,-6.366,-2.806,-0.088,0.088,0.005
-2.172,-6.468,-3.047,0.071,0.096,-0.027
